date,value
6,0.0
6,0.0
10,0.0
10,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
14,0.0
15,0.0
16,0.0
17,0.0
17,0.0
18,0.0
18,0.0
18,0.0
18,0.0
18,0.0
18,0.0
19,0.0
19,0.0
19,0.0
20,0.0
20,0.0
20,0.0
20,0.0
21,4.0
22,0.0
22,0.0
22,0.0
22,4.0
23,0.0
23,0.0
23,0.0
23,0.0
23,0.0
23,8.0
24,0.0
24,8.0
25,0.0
25,0.0
25,0.0
25,0.0
25,0.0
25,0.0
25,0.0
25,4.0
25,8.0
25,8.0
26,0.0
26,0.0
26,0.0
26,0.0
26,3.0
27,0.0
27,0.0
27,0.0
27,0.0
28,0.0
28,0.0
28,0.0
28,0.0
28,0.0
28,0.0
28,0.0
29,0.0
29,0.0
29,0.0
29,0.0
29,0.0
29,0.0
29,0.0
30,0.0
30,0.0
30,0.0
31,0.0
31,0.0
31,0.0
31,0.0
31,0.0
31,0.0
31,3.0
32,0.0
32,0.0
32,0.0
32,0.0
32,0.0
32,0.0
32,0.0
32,0.0
32,0.0
32,0.0
33,0.0
33,0.0
33,0.0
33,0.0
33,0.0
33,3.0
33,3.0
34,0.0
34,0.0
34,0.0
34,0.0
34,0.0
34,2.0
34,2.0
35,0.0
35,0.0
35,0.0
35,0.0
35,0.0
35,0.0
35,0.0
35,0.0
35,2.0
35,5.0
35,5.0
35,8.0
36,0.0
36,0.0
36,0.0
36,0.0
36,0.0
36,0.0
36,0.0
36,2.0
36,2.0
36,2.0
36,5.0
37,0.0
37,0.0
37,0.0
37,0.0
37,0.0
37,0.0
37,0.0
37,0.0
37,0.0
37,0.0
37,2.0
37,2.0
37,2.0
37,5.0
38,0.0
38,0.0
38,0.0
38,0.0
38,0.0
38,0.0
39,0.0
39,0.0
39,0.0
39,0.0
39,0.0
39,0.0
39,0.0
39,0.0
39,2.0
39,2.0
39,2.0
39,5.0
40,0.0
40,0.0
40,0.0
40,0.0
40,0.0
40,2.0
40,2.0
40,2.0
40,2.0
40,2.0
41,0.0
41,0.0
41,0.0
41,0.0
41,0.0
41,0.0
41,0.0
41,0.0
41,0.0
41,0.0
41,2.0
41,2.0
41,4.0
41,4.0
42,0.0
42,0.0
42,0.0
42,0.0
42,0.0
42,0.0
42,0.0
42,0.0
42,0.0
42,0.0
43,0.0
43,0.0
43,0.0
43,0.0
43,0.0
43,0.0
43,0.0
43,0.0
43,0.0
43,2.0
43,2.0
44,0.0
44,0.0
44,0.0
44,0.0
44,0.0
44,0.0
44,0.0
44,2.0
44,2.0
44,2.0
44,2.0
44,2.0
44,2.0
45,0.0
45,0.0
45,0.0
45,0.0
45,0.0
45,0.0
45,0.0
45,0.0
45,0.0
45,0.0
45,2.0
45,2.0
45,2.0
45,2.0
45,2.0
45,2.0
45,2.0
45,4.0
46,0.0
46,0.0
46,0.0
46,0.0
46,0.0
46,0.0
46,0.0
46,0.0
46,0.0
46,0.0
46,0.0
46,2.0
46,2.0
46,2.0
46,4.0
46,6.0
47,0.0
47,0.0
47,0.0
47,0.0
47,0.0
47,8.0
48,0.0
48,0.0
48,0.0
48,0.0
48,0.0
48,0.0
48,0.0
48,0.0
48,0.0
48,0.0
48,0.0
48,2.0
48,2.0
48,4.0
49,0.0
49,0.0
49,0.0
49,0.0
49,0.0
49,0.0
49,0.0
49,0.0
